QUANTITYORDERED,PRICEEACH,ORDERLINENUMBER,SALES,ORDERDATE,PRODUCTLINE,MSRP,COUNTRY,DEALSIZE,sale_year,sale_month,sale_day
45,59.87,7,2694.15,2004-05-04,Vintage Cars,50,USA,Small,2004,5,4
21,59.87,4,1257.27,2004-06-15,Vintage Cars,50,Japan,Small,2004,6,15
44,58.36,7,2567.84,2004-07-19,Vintage Cars,50,Australia,Small,2004,7,19
44,59.87,14,2634.28,2004-08-19,Vintage Cars,50,USA,Small,2004,8,19
29,51.82,9,1502.78,2004-09-08,Vintage Cars,50,Sweden,Small,2004,9,8
34,49.3,4,1676.2,2004-10-11,Vintage Cars,50,France,Small,2004,10,11
39,56.85,1,2217.15,2004-10-21,Vintage Cars,50,USA,Small,2004,10,21
38,100.0,6,6832.02,2004-11-05,Vintage Cars,50,USA,Medium,2004,11,5
24,79.86,8,1916.64,2004-11-18,Vintage Cars,50,USA,Small,2004,11,18
29,100.0,6,7110.8,2004-11-01,Vintage Cars,50,Spain,Large,2004,11,1
30,100.0,8,5302.8,2004-12-10,Vintage Cars,50,Spain,Medium,2004,12,10
20,100.0,2,2730.0,2005-01-20,Vintage Cars,50,Australia,Small,2005,1,20
39,100.0,2,7827.3,2005-02-17,Vintage Cars,50,USA,Large,2005,2,17
35,59.87,7,2095.45,2005-05-01,Vintage Cars,50,Canada,Small,2005,5,1
26,59.87,4,1556.62,2005-05-31,Vintage Cars,50,Spain,Small,2005,5,31
44,100.0,11,5565.12,2003-03-03,Classic Cars,148,Philippines,Medium,2003,3,3
28,100.0,15,3583.16,2003-05-08,Classic Cars,148,France,Medium,2003,5,8
31,100.0,12,4705.18,2003-07-02,Classic Cars,148,USA,Medium,2003,7,2
29,100.0,1,4444.54,2003-09-03,Classic Cars,148,USA,Medium,2003,9,3
32,100.0,7,4618.88,2003-10-10,Classic Cars,148,USA,Medium,2003,10,10
33,100.0,7,4910.4,2003-11-04,Classic Cars,148,Australia,Medium,2003,11,4
44,100.0,2,5565.12,2003-11-11,Classic Cars,148,France,Medium,2003,11,11
32,100.0,8,4237.76,2003-11-20,Classic Cars,148,Germany,Medium,2003,11,20
41,100.0,7,5673.58,2004-01-15,Classic Cars,148,France,Medium,2004,1,15
35,100.0,14,5260.15,2004-02-22,Classic Cars,148,Switzerland,Medium,2004,2,22
44,100.0,8,6350.96,2004-04-09,Classic Cars,148,Denmark,Medium,2004,4,9
26,100.0,4,3559.4,2004-05-26,Classic Cars,148,France,Medium,2004,5,26
20,100.0,2,2410.6,2004-06-30,Classic Cars,148,USA,Small,2004,6,30
48,100.0,8,5713.92,2004-08-02,Classic Cars,148,USA,Medium,2004,8,2
34,100.0,17,4300.32,2004-08-30,Classic Cars,148,Switzerland,Medium,2004,8,30
49,100.0,2,7947.31,2004-09-30,Classic Cars,148,Finland,Large,2004,9,30
40,100.0,15,5356.8,2004-10-16,Classic Cars,148,Germany,Medium,2004,10,16
45,100.0,3,7901.1,2004-11-03,Classic Cars,148,USA,Large,2004,11,3
50,100.0,4,6101.0,2004-11-16,Classic Cars,148,Philippines,Medium,2004,11,16
38,100.0,11,6276.46,2004-11-24,Classic Cars,148,Australia,Medium,2004,11,24
25,100.0,2,4203.5,2004-12-07,Classic Cars,148,Spain,Medium,2004,12,7
28,58.18,13,1629.04,2005-01-06,Classic Cars,148,Finland,Small,2005,1,6
49,67.14,8,3289.86,2005-02-10,Classic Cars,148,Spain,Medium,2005,2,10
49,100.0,3,6862.94,2005-03-04,Classic Cars,148,USA,Medium,2005,3,4
42,61.29,9,2574.18,2003-03-18,Classic Cars,71,UK,Small,2003,3,18
23,57.73,8,1327.79,2003-05-21,Classic Cars,71,USA,Small,2003,5,21
29,81.25,2,2356.25,2003-09-11,Classic Cars,71,Australia,Small,2003,9,11
25,80.54,1,2013.5,2003-10-17,Classic Cars,71,Denmark,Small,2003,10,17
39,71.98,15,2807.22,2003-11-05,Classic Cars,71,Italy,Small,2003,11,5
44,69.84,12,3072.96,2003-11-12,Classic Cars,71,USA,Medium,2003,11,12
25,76.26,16,1906.5,2003-11-21,Classic Cars,71,Australia,Small,2003,11,21
45,76.26,6,3431.7,2003-12-02,Classic Cars,71,USA,Medium,2003,12,2
25,83.39,2,2084.75,2004-01-22,Classic Cars,71,UK,Small,2004,1,22
37,57.73,12,2136.01,2004-03-02,Classic Cars,71,France,Small,2004,3,2
30,66.99,4,2009.7,2004-04-13,Classic Cars,71,France,Small,2004,4,13
36,75.55,1,2719.8,2004-07-07,Classic Cars,71,USA,Small,2004,7,7
26,60.58,1,1575.08,2004-08-09,Classic Cars,71,Spain,Small,2004,8,9
23,73.41,7,1688.43,2004-09-01,Classic Cars,71,Singapore,Small,2004,9,1
23,72.7,3,1672.1,2003-10-06,Classic Cars,71,UK,Small,2003,10,6
25,66.99,2,1674.75,2004-10-16,Classic Cars,71,Spain,Small,2004,10,16
21,100.0,3,3472.98,2004-11-17,Classic Cars,71,UK,Medium,2004,11,17
26,63.43,5,1649.18,2004-11-25,Classic Cars,71,France,Small,2004,11,25
44,85.25,9,3751.0,2005-01-12,Classic Cars,71,USA,Medium,2005,1,12
24,100.0,2,4536.0,2005-02-16,Classic Cars,71,Spain,Medium,2005,2,16
66,66.99,4,4421.34,2005-04-22,Classic Cars,71,USA,Medium,2005,4,22
36,57.73,7,2078.28,2005-05-29,Classic Cars,71,Australia,Small,2005,5,29
36,85.25,13,3069.0,2003-03-18,Classic Cars,73,UK,Medium,2003,3,18
22,77.9,12,1713.8,2003-05-21,Classic Cars,73,USA,Small,2003,5,21
25,60.26,6,1506.5,2003-09-11,Classic Cars,73,Australia,Small,2003,9,11
37,72.76,5,2692.12,2003-10-17,Classic Cars,73,Denmark,Small,2003,10,17
32,75.69,3,2422.08,2003-11-05,Classic Cars,73,USA,Small,2003,11,5
47,74.22,16,3488.34,2003-11-12,Classic Cars,73,USA,Medium,2003,11,12
37,69.82,4,2583.34,2003-11-20,Classic Cars,73,USA,Small,2003,11,20
20,62.47,10,1249.4,2003-12-02,Classic Cars,73,USA,Small,2003,12,2
41,82.31,3,3374.71,2004-01-16,Classic Cars,73,Spain,Medium,2004,1,16
21,60.26,1,1265.46,2004-02-26,Classic Cars,73,USA,Small,2004,2,26
22,76.43,8,1681.46,2004-04-13,Classic Cars,73,France,Small,2004,4,13
40,80.1,5,3204.0,2004-07-07,Classic Cars,73,USA,Medium,2004,7,7
32,74.96,5,2398.72,2004-08-09,Classic Cars,73,Spain,Small,2004,8,9
36,66.14,11,2381.04,2004-09-01,Classic Cars,73,Singapore,Small,2004,9,1
27,72.02,1,1944.54,2003-10-05,Classic Cars,73,Norway,Small,2003,10,5
26,87.45,6,2273.7,2004-10-16,Classic Cars,73,Spain,Small,2004,10,16
30,70.55,3,2116.5,2004-11-04,Classic Cars,73,USA,Small,2004,11,4
23,56.84,4,1307.32,2004-11-17,Classic Cars,73,UK,Small,2004,11,17
29,59.53,7,1726.37,2004-11-25,Classic Cars,73,France,Small,2004,11,25
21,60.37,10,1267.77,2005-01-12,Classic Cars,73,USA,Small,2005,1,12
34,100.0,3,3441.82,2005-02-16,Classic Cars,73,Spain,Medium,2005,2,16
26,76.43,8,1987.18,2005-04-22,Classic Cars,73,USA,Small,2005,4,22
60,64.67,11,3880.2,2005-05-29,Classic Cars,73,Australia,Medium,2005,5,29
35,55.49,6,1942.15,2003-01-31,Classic Cars,57,Spain,Small,2003,1,31
47,69.36,2,3259.92,2003-04-04,Classic Cars,57,USA,Medium,2003,4,4
20,60.69,8,1213.8,2003-06-03,Classic Cars,57,USA,Small,2003,6,3
20,54.33,2,1086.6,2003-08-01,Classic Cars,57,Finland,Small,2003,8,1
25,65.31,4,1632.75,2003-09-25,Classic Cars,57,Australia,Small,2003,9,25
25,69.36,9,1734.0,2003-10-22,Classic Cars,57,Singapore,Small,2003,10,22
27,68.78,8,1857.06,2003-11-06,Classic Cars,57,Italy,Small,2003,11,6
31,60.11,3,1863.41,2003-11-14,Classic Cars,57,Spain,Small,2003,11,14
44,66.47,3,2924.68,2003-11-25,Classic Cars,57,USA,Small,2003,11,25
49,46.82,4,2294.18,2003-12-09,Classic Cars,57,USA,Small,2003,12,9
26,56.07,8,1457.82,2004-02-12,Classic Cars,57,Ireland,Small,2004,2,12
36,54.33,6,1955.88,2004-03-15,Classic Cars,57,Germany,Small,2004,3,15
44,52.6,2,2314.4,2004-05-05,Classic Cars,57,Spain,Small,2004,5,5
28,46.82,1,1310.96,2004-06-15,Classic Cars,57,Singapore,Small,2004,6,15
45,64.74,2,2913.3,2004-07-20,Classic Cars,57,USA,Small,2004,7,20
29,46.82,11,1357.78,2004-08-20,Classic Cars,57,USA,Small,2004,8,20
40,53.75,5,2150.0,2004-09-08,Classic Cars,57,USA,Small,2004,9,8
45,61.85,2,2783.25,2004-10-13,Classic Cars,57,USA,Small,2004,10,13
44,53.18,11,2339.92,2004-10-22,Classic Cars,57,Denmark,Small,2004,10,22
25,69.16,14,1729.0,2004-11-05,Classic Cars,57,USA,Small,2004,11,5
45,100.0,4,5972.4,2004-11-20,Classic Cars,57,France,Medium,2004,11,20
48,47.4,4,2275.2,2004-12-01,Classic Cars,57,USA,Small,2004,12,1
44,60.76,14,2673.44,2004-12-10,Classic Cars,57,Spain,Small,2004,12,10
25,97.27,12,2431.75,2005-01-23,Classic Cars,57,USA,Small,2005,1,23
22,91.76,2,2018.72,2005-02-22,Classic Cars,57,Spain,Small,2005,2,22
31,50.29,2,1558.99,2005-03-15,Classic Cars,57,Spain,Small,2005,3,15
21,52.6,2,1104.6,2005-05-03,Classic Cars,57,Spain,Small,2005,5,3
55,46.82,1,2575.1,2005-05-31,Classic Cars,57,France,Small,2005,5,31
25,100.0,3,2845.75,2003-02-24,Motorcycles,112,USA,Small,2003,2,24
35,98.05,1,3431.75,2003-04-29,Motorcycles,112,Australia,Medium,2003,4,29
35,93.54,3,3273.9,2003-07-01,Motorcycles,112,France,Medium,2003,7,1
43,95.8,7,4119.4,2003-08-25,Motorcycles,112,USA,Medium,2003,8,25
44,100.0,15,5355.68,2003-10-10,Motorcycles,112,USA,Medium,2003,10,10
50,100.0,2,5747.5,2003-10-28,Motorcycles,112,USA,Medium,2003,10,28
48,100.0,10,5355.36,2003-11-11,Motorcycles,112,France,Medium,2003,11,11
25,100.0,2,2535.75,2003-11-18,Motorcycles,112,Norway,Small,2003,11,18
39,100.0,3,4351.23,2003-12-01,Motorcycles,112,USA,Medium,2003,12,1
25,90.16,15,2254.0,2004-01-15,Motorcycles,112,France,Small,2004,1,15
32,91.29,2,2921.28,2004-02-20,Motorcycles,112,Australia,Small,2004,2,20
20,100.0,8,2299.0,2004-04-05,Motorcycles,112,USA,Small,2004,4,5
26,100.0,3,2637.18,2004-05-18,Motorcycles,112,USA,Small,2004,5,18
42,100.0,3,4307.52,2004-06-28,Motorcycles,112,USA,Medium,2004,6,28
21,100.0,2,2153.76,2004-07-23,Motorcycles,112,France,Small,2004,7,23
34,100.0,7,3716.88,2004-08-27,Motorcycles,112,USA,Medium,2004,8,27
47,100.0,10,5455.76,2004-09-30,Motorcycles,112,Finland,Medium,2004,9,30
21,100.0,6,2650.62,2004-10-15,Motorcycles,112,Norway,Small,2004,10,15
48,100.0,2,6437.28,2004-11-02,Motorcycles,112,USA,Medium,2004,11,2
30,87.78,7,2633.4,2004-11-15,Motorcycles,112,USA,Small,2004,11,15
27,84.39,10,2278.53,2004-11-23,Motorcycles,112,Japan,Small,2004,11,23
50,96.92,2,4846.0,2005-01-05,Motorcycles,112,USA,Medium,2005,1,5
38,100.0,6,4197.1,2005-02-02,Motorcycles,112,Australia,Medium,2005,2,2
45,100.0,1,4597.65,2005-03-03,Motorcycles,112,Sweden,Medium,2005,3,3
46,100.0,8,5287.7,2005-04-08,Motorcycles,112,UK,Medium,2005,4,8
35,100.0,3,3550.05,2005-05-13,Motorcycles,112,Spain,Medium,2005,5,13
29,59.37,15,1721.73,2003-03-18,Classic Cars,50,UK,Small,2003,3,18
50,59.87,1,2993.5,2003-05-20,Classic Cars,50,France,Small,2003,5,20
26,49.81,1,1295.06,2003-07-10,Classic Cars,50,France,Small,2003,7,10
47,56.85,8,2671.95,2003-09-11,Classic Cars,50,Australia,Small,2003,9,11
23,53.33,7,1226.59,2003-10-17,Classic Cars,50,Denmark,Small,2003,10,17
34,42.76,5,1453.84,2003-11-05,Classic Cars,50,USA,Small,2003,11,5
34,53.83,1,1830.22,2003-11-12,Classic Cars,50,Norway,Small,2003,11,12
47,53.83,6,2530.01,2003-11-20,Classic Cars,50,USA,Small,2003,11,20
45,49.81,12,2241.45,2003-12-02,Classic Cars,50,USA,Small,2003,12,2
45,53.33,5,2399.85,2004-01-16,Classic Cars,50,Spain,Small,2004,1,16
36,43.27,3,1557.72,2004-02-26,Classic Cars,50,USA,Small,2004,2,26
21,40.25,10,845.25,2004-04-13,Classic Cars,50,France,Small,2004,4,13
28,48.3,1,1352.4,2004-07-06,Classic Cars,50,Italy,Small,2004,7,6
35,45.28,1,1584.8,2004-08-06,Classic Cars,50,USA,Small,2004,8,6
50,52.32,13,2616.0,2004-09-01,Classic Cars,50,Singapore,Small,2004,9,1
22,51.32,3,1129.04,2003-10-05,Classic Cars,50,Norway,Small,2003,10,5
45,49.3,8,2218.5,2004-10-16,Classic Cars,50,Spain,Small,2004,10,16
48,42.26,5,2028.48,2004-11-04,Classic Cars,50,USA,Small,2004,11,4
20,87.96,5,1759.2,2004-11-17,Classic Cars,50,UK,Small,2004,11,17
27,36.21,6,977.67,2004-11-24,Classic Cars,50,France,Small,2004,11,24
38,38.5,11,1463.0,2005-01-12,Classic Cars,50,USA,Small,2005,1,12
32,100.0,3,3970.56,2005-02-10,Classic Cars,50,Spain,Medium,2005,2,10
64,40.25,10,2576.0,2005-04-22,Classic Cars,50,USA,Small,2005,4,22
37,60.37,13,2233.69,2005-05-29,Classic Cars,50,Australia,Small,2005,5,29
28,88.63,4,2481.64,2003-02-17,Planes,109,Italy,Small,2003,2,17
39,100.0,10,4651.53,2003-04-29,Planes,109,Australia,Medium,2003,4,29
41,94.1,5,3858.1,2003-06-27,Planes,109,Spain,Medium,2003,6,27
40,87.54,16,3501.6,2003-08-25,Planes,109,USA,Medium,2003,8,25
49,100.0,11,6433.7,2003-10-28,Planes,109,USA,Medium,2003,10,28
27,98.48,9,2658.96,2004-01-12,Planes,109,Japan,Small,2004,1,12
34,100.0,11,3608.76,2004-02-20,Planes,109,Australia,Medium,2004,2,20
23,96.29,5,2214.67,2004-04-02,Planes,109,Canada,Small,2004,4,2
31,88.63,6,2747.53,2004-05-11,Planes,109,USA,Small,2004,5,11
34,97.38,1,3310.92,2004-06-24,Planes,109,Spain,Medium,2004,6,24
25,95.2,11,2380.0,2004-07-23,Planes,109,France,Small,2004,7,23
22,100.0,3,2310.88,2004-08-21,Planes,109,Norway,Small,2004,8,21
32,100.0,6,4061.76,2004-09-16,Planes,109,Ireland,Medium,2004,9,16
31,100.0,9,3493.7,2004-10-15,Planes,109,USA,Medium,2004,10,15
25,100.0,1,2872.25,2004-11-01,Planes,109,UK,Small,2004,11,1
47,87.54,14,4114.38,2004-11-12,Planes,109,Italy,Medium,2004,11,12
21,50.65,7,1063.65,2004-11-23,Planes,109,Japan,Small,2004,11,23
28,71.73,2,2008.44,2004-12-04,Planes,109,USA,Small,2004,12,4
46,94.1,3,4328.6,2005-02-02,Planes,109,Australia,Medium,2005,2,2
33,41.71,11,1376.43,2005-03-01,Planes,109,Spain,Small,2005,3,1
43,100.0,16,5552.16,2005-03-30,Planes,109,France,Medium,2005,3,30
38,96.29,5,3659.02,2005-04-03,Planes,109,USA,Medium,2005,4,3
47,88.63,6,4165.61,2005-05-10,Planes,109,Italy,Medium,2005,5,10
45,31.2,3,1404.0,2003-01-09,Vintage Cars,33,Germany,Small,2003,1,9
20,35.51,3,710.2,2003-03-18,Vintage Cars,33,UK,Small,2003,3,18
45,37.84,2,1702.8,2003-05-21,Vintage Cars,33,USA,Small,2003,5,21
36,33.19,7,1194.84,2003-09-12,Vintage Cars,33,USA,Small,2003,9,12
37,27.22,5,1007.14,2003-10-18,Vintage Cars,33,USA,Small,2003,10,18
31,31.53,9,977.43,2003-11-05,Vintage Cars,33,Italy,Small,2003,11,5
39,36.84,6,1436.76,2003-11-12,Vintage Cars,33,USA,Small,2003,11,12
26,29.21,10,759.46,2003-11-21,Vintage Cars,33,Australia,Small,2003,11,21
32,37.17,5,1189.44,2003-12-03,Vintage Cars,33,Spain,Small,2003,12,3
20,34.19,3,683.8,2004-01-26,Vintage Cars,33,Spain,Small,2004,1,26
42,29.21,6,1226.82,2004-03-02,Vintage Cars,33,France,Small,2004,3,2
33,29.54,1,974.82,2004-04-26,Vintage Cars,33,USA,Small,2004,4,26
20,28.88,12,577.6,2004-08-17,Vintage Cars,33,Italy,Small,2004,8,17
29,38.17,1,1106.93,2004-09-01,Vintage Cars,33,Singapore,Small,2004,9,1
23,30.2,16,694.6,2004-10-11,Vintage Cars,33,France,Small,2004,10,11
39,29.54,13,1152.06,2004-10-21,Vintage Cars,33,USA,Small,2004,10,21
20,100.0,3,2624.0,2004-11-04,Vintage Cars,33,USA,Small,2004,11,4
45,81.91,6,3685.95,2004-11-17,Vintage Cars,33,UK,Medium,2004,11,17
20,35.18,6,703.6,2004-11-25,Vintage Cars,33,France,Small,2004,11,25
48,100.0,5,9720.0,2004-12-09,Vintage Cars,33,France,Large,2004,12,9
23,36.29,13,834.67,2005-01-12,Vintage Cars,33,USA,Small,2005,1,12
32,70.56,4,2257.92,2005-02-16,Vintage Cars,33,Spain,Small,2005,2,16
33,100.0,8,8344.71,2005-03-09,Vintage Cars,33,Australia,Large,2005,3,9
61,29.54,1,1801.94,2005-04-23,Vintage Cars,33,Singapore,Small,2005,4,23
45,26.88,1,1209.6,2005-05-29,Vintage Cars,33,Australia,Small,2005,5,29
38,83.03,7,3155.14,2003-02-24,Motorcycles,76,USA,Medium,2003,2,24
34,83.79,5,2848.86,2003-04-29,Motorcycles,76,Australia,Small,2003,4,29
43,83.03,7,3570.29,2003-07-01,Motorcycles,76,France,Medium,2003,7,1
47,83.03,11,3902.41,2003-08-25,Motorcycles,76,USA,Medium,2003,8,25
22,67.03,1,1474.66,2003-10-10,Motorcycles,76,Norway,Small,2003,10,10
29,75.41,6,2186.89,2003-10-28,Motorcycles,76,USA,Small,2003,10,28
28,68.55,14,1919.4,2003-11-11,Motorcycles,76,France,Small,2003,11,11
40,91.4,6,3656.0,2003-11-18,Motorcycles,76,Norway,Medium,2003,11,18
25,73.88,7,1847.0,2003-12-01,Motorcycles,76,USA,Small,2003,12,1
30,61.7,4,1851.0,2004-01-12,Motorcycles,76,Japan,Small,2004,1,12
38,69.31,6,2633.78,2004-02-20,Motorcycles,76,Australia,Small,2004,2,20
36,87.6,3,3153.6,2004-04-03,Motorcycles,76,USA,Medium,2004,4,3
32,87.6,1,2803.2,2004-05-11,Motorcycles,76,USA,Small,2004,5,11
37,62.46,7,2311.02,2004-06-28,Motorcycles,76,USA,Small,2004,6,28
30,79.98,6,2399.4,2004-07-23,Motorcycles,76,France,Small,2004,7,23
39,70.08,11,2733.12,2004-08-27,Motorcycles,76,USA,Small,2004,8,27
32,65.51,1,2096.32,2004-09-16,Motorcycles,76,Ireland,Small,2004,9,16
47,63.22,4,2971.34,2004-10-15,Motorcycles,76,USA,Small,2004,10,15
26,86.83,6,2257.58,2004-11-02,Motorcycles,76,USA,Small,2004,11,2
37,94.43,4,3493.91,2004-11-15,Motorcycles,76,USA,Medium,2004,11,15
55,79.98,8,4398.9,2004-11-24,Motorcycles,76,Spain,Medium,2004,11,24
21,100.0,8,3595.62,2005-01-06,Motorcycles,76,Finland,Medium,2005,1,6
23,100.0,9,2443.29,2005-02-03,Motorcycles,76,France,Small,2005,2,3
49,81.4,2,3988.6,2005-03-03,Motorcycles,76,Sweden,Medium,2005,3,3
59,87.6,3,5168.4,2005-04-07,Motorcycles,76,France,Medium,2005,4,7
32,87.6,1,2803.2,2005-05-10,Motorcycles,76,Italy,Small,2005,5,10
43,100.0,9,6341.21,2003-02-11,Ships,122,Denmark,Medium,2003,2,11
41,100.0,3,5189.78,2003-04-16,Ships,122,Singapore,Medium,2003,4,16
45,100.0,9,6027.75,2003-06-12,Ships,122,UK,Medium,2003,6,12
33,100.0,6,3366.0,2003-08-08,Ships,122,USA,Medium,2003,8,8
40,100.0,5,5456.4,2003-09-28,Ships,122,Spain,Medium,2003,9,28
33,100.0,16,3812.16,2003-10-23,Ships,122,Sweden,Medium,2003,10,23
50,100.0,7,6083.0,2003-11-07,Ships,122,Spain,Medium,2003,11,7
30,100.0,7,3170.7,2003-11-14,Ships,122,USA,Medium,2003,11,14
41,100.0,13,4534.6,2003-11-26,Ships,122,Spain,Medium,2003,11,26
35,100.0,7,4301.15,2004-01-02,Ships,122,France,Medium,2004,1,2
49,100.0,1,6804.63,2004-02-18,Ships,122,Belgium,Medium,2004,2,18
46,100.0,4,5652.94,2004-03-20,Ships,122,UK,Medium,2004,3,20
48,100.0,10,6960.48,2004-05-07,Ships,122,USA,Medium,2004,5,7
36,100.0,8,4512.6,2004-06-17,Ships,122,Canada,Medium,2004,6,17
22,100.0,11,2784.76,2004-07-21,Ships,122,Belgium,Small,2004,7,21
42,100.0,13,5316.36,2004-08-20,Ships,122,Canada,Medium,2004,8,20
21,100.0,2,2941.89,2004-09-09,Ships,122,Italy,Small,2004,9,9
29,100.0,7,3207.4,2004-10-14,Ships,122,UK,Medium,2004,10,14
35,100.0,6,4215.05,2004-10-29,Ships,122,France,Medium,2004,10,29
41,100.0,4,4333.29,2004-11-09,Ships,122,Sweden,Medium,2004,11,9
29,71.97,4,2087.13,2004-11-21,Ships,122,USA,Small,2004,11,21
34,50.33,7,1711.22,2004-12-02,Ships,122,Spain,Small,2004,12,2
37,100.0,8,3910.53,2005-01-26,Ships,122,Japan,Medium,2005,1,26
28,80.54,3,2255.12,2005-02-23,Ships,122,USA,Small,2005,2,23
49,100.0,6,5720.75,2005-03-23,Ships,122,USA,Medium,2005,3,23
23,100.0,10,3335.23,2005-05-06,Ships,122,USA,Medium,2005,5,6
46,53.76,2,2472.96,2003-01-09,Vintage Cars,44,Germany,Small,2003,1,9
39,44.35,2,1729.65,2003-03-18,Vintage Cars,44,UK,Small,2003,3,18
22,45.25,1,995.5,2003-05-21,Vintage Cars,44,USA,Small,2003,5,21
49,49.28,6,2414.72,2003-09-12,Vintage Cars,44,USA,Small,2003,9,12
43,36.29,4,1560.47,2003-10-18,Vintage Cars,44,USA,Small,2003,10,18
27,41.22,8,1112.94,2003-11-05,Vintage Cars,44,Italy,Small,2003,11,5
31,36.74,5,1138.94,2003-11-12,Vintage Cars,44,USA,Small,2003,11,12
20,50.62,9,1012.4,2003-11-21,Vintage Cars,44,Australia,Small,2003,11,21
24,38.08,4,913.92,2003-12-03,Vintage Cars,44,Spain,Small,2003,12,3
49,47.94,2,2349.06,2004-01-26,Vintage Cars,44,Spain,Small,2004,1,26
24,48.38,5,1161.12,2004-03-02,Vintage Cars,44,France,Small,2004,3,2
39,45.25,9,1764.75,2004-04-29,Vintage Cars,44,Spain,Small,2004,4,29
37,45.7,2,1690.9,2004-06-04,Vintage Cars,44,France,Small,2004,6,4
45,47.49,11,2137.05,2004-08-17,Vintage Cars,44,Italy,Small,2004,8,17
45,48.38,4,2177.1,2004-09-03,Vintage Cars,44,Norway,Small,2004,9,3
44,39.42,15,1734.48,2004-10-11,Vintage Cars,44,France,Small,2004,10,11
23,37.63,12,865.49,2004-10-21,Vintage Cars,44,USA,Small,2004,10,21
30,100.0,4,3500.1,2004-11-04,Vintage Cars,44,USA,Medium,2004,11,4
26,85.52,10,2223.52,2004-11-17,Vintage Cars,44,UK,Small,2004,11,17
43,53.76,1,2311.68,2004-11-25,Vintage Cars,44,France,Small,2004,11,25
26,31.86,7,828.36,2004-12-09,Vintage Cars,44,France,Small,2004,12,9
28,30.59,12,856.52,2005-01-12,Vintage Cars,44,USA,Small,2005,1,12
27,68.35,5,1845.45,2005-02-16,Vintage Cars,44,Spain,Small,2005,2,16
24,100.0,1,4042.08,2005-03-09,Vintage Cars,44,Australia,Medium,2005,3,9
40,45.7,2,1828.0,2005-05-29,Vintage Cars,44,USA,Small,2005,5,29
36,100.0,1,3680.28,2003-01-29,Trucks and Buses,127,Norway,Medium,2003,1,29
21,100.0,5,2925.09,2003-04-01,Trucks and Buses,127,France,Small,2003,4,1
27,100.0,1,3415.77,2003-05-28,Trucks and Buses,127,Spain,Medium,2003,5,28
47,100.0,1,5105.14,2003-07-24,Trucks and Buses,127,USA,Medium,2003,7,24
42,100.0,8,5098.8,2003-09-21,Trucks and Buses,127,Finland,Medium,2003,9,21
32,100.0,17,4661.76,2003-10-22,Trucks and Buses,127,Singapore,Medium,2003,10,22
28,100.0,6,2969.96,2003-11-06,Trucks and Buses,127,UK,Small,2003,11,6
24,100.0,11,3496.32,2003-11-14,Trucks and Buses,127,Spain,Medium,2003,11,14
49,100.0,1,5760.93,2003-11-25,Trucks and Buses,127,France,Medium,2003,11,25
46,100.0,12,6819.04,2003-12-09,Trucks and Buses,127,USA,Medium,2003,12,9
28,100.0,1,3148.88,2004-02-04,Trucks and Buses,127,Singapore,Medium,2004,2,4
48,100.0,6,5704.32,2004-03-11,Trucks and Buses,127,USA,Medium,2004,3,11
29,100.0,10,3520.6,2004-05-05,Trucks and Buses,127,Spain,Medium,2004,5,5
47,100.0,9,5285.62,2004-06-15,Trucks and Buses,127,Singapore,Medium,2004,6,15
43,100.0,10,5605.05,2004-07-20,Trucks and Buses,127,USA,Medium,2004,7,20
25,100.0,6,2779.5,2004-08-19,Trucks and Buses,127,USA,Small,2004,8,19
48,100.0,1,5398.08,2004-09-08,Trucks and Buses,127,Sweden,Medium,2004,9,8
24,100.0,10,3189.6,2004-10-13,Trucks and Buses,127,USA,Medium,2004,10,13
42,100.0,4,5581.8,2004-10-22,Trucks and Buses,127,Canada,Medium,2004,10,22
31,100.0,2,3820.44,2004-11-05,Trucks and Buses,127,USA,Medium,2004,11,5
42,100.0,5,5528.04,2004-11-19,Trucks and Buses,127,Sweden,Medium,2004,11,19
37,100.0,1,5981.42,2004-11-01,Trucks and Buses,127,Spain,Medium,2004,11,1
41,100.0,7,5684.65,2004-12-10,Trucks and Buses,127,Spain,Medium,2004,12,10
20,100.0,5,3449.4,2005-01-23,Trucks and Buses,127,USA,Medium,2005,1,23
20,100.0,3,2654.4,2005-02-17,Trucks and Buses,127,USA,Small,2005,2,17
70,100.0,10,8498.0,2005-05-03,Trucks and Buses,127,Spain,Large,2005,5,3
49,100.0,9,5510.54,2005-05-31,Trucks and Buses,127,France,Medium,2005,5,31
35,58.87,15,2060.45,2003-03-03,Motorcycles,69,Philippines,Small,2003,3,3
32,76.88,2,2460.16,2003-05-07,Motorcycles,69,France,Small,2003,5,7
29,61.64,16,1787.56,2003-07-02,Motorcycles,69,USA,Small,2003,7,2
27,60.95,3,1645.65,2003-08-25,Motorcycles,69,USA,Small,2003,8,25
27,80.34,11,2169.18,2003-10-10,Motorcycles,69,USA,Small,2003,10,10
38,74.11,11,2816.18,2003-11-04,Motorcycles,69,Australia,Small,2003,11,4
35,72.03,6,2521.05,2003-11-11,Motorcycles,69,France,Small,2003,11,11
42,76.19,3,3199.98,2003-11-19,Motorcycles,69,Spain,Medium,2003,11,19
21,63.72,11,1338.12,2004-01-15,Motorcycles,69,France,Small,2004,1,15
37,80.34,4,2972.58,2004-02-21,Motorcycles,69,France,Small,2004,2,21
26,79.65,4,2070.9,2004-04-05,Motorcycles,69,USA,Small,2004,4,5
47,65.8,8,3092.6,2004-05-26,Motorcycles,69,France,Medium,2004,5,26
